#,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
279,SEALIP/TH/BC/66,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,flat,nd,0.6427,11.8203,nd,nd,nd,nd,nd,nd,nd,nd,0.6687,nd,0.3587,nd,nd,nd,81.7880,0.1307,nd,0.0143,nd,nd,nd,nd,nd,nd,nd,0.0663,4.4863,nd,pXRF,,
280,SEALIP/TH/BC/67,Early Bronze Age,1000-900 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,flat,nd,0.0057,14.9850,0.0247,nd,nd,nd,nd,nd,nd,0.0813,0.0260,nd,0.0497,nd,nd,nd,73.4673,nd,nd,0.1680,0.1337,nd,nd,nd,1.1093,0.1460,nd,0.1637,9.5613,nd,pXRF,,
281,SEALIP/TH/BDTP/1,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base bowl. straight-sided with four concentric ridges,nd,0.2828,31.8951,nd,nd,0.2658,nd,nd,nd,nd,nd,4.3501,0.0126,nd,nd,nd,nd,63.1217,0.0379,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
282,SEALIP/TH/BDTP/2,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base bowl,nd,0.0150,28.8435,nd,nd,0.1022,nd,nd,nd,nd,0.0347,0.3411,0.0069,nd,0.0377,nd,nd,70.5847,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
283,SEALIP/TH/BDTP/3,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base bowl base with knob,nd,0.0218,25.6045,nd,nd,0.1925,nd,nd,nd,nd,nd,0.0209,0.0150,nd,0.0825,nd,nd,73.9899,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
284,SEALIP/TH/BDTP/4,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base bowl with knob,nd,0.0427,34.2306,nd,nd,0.2611,nd,nd,nd,nd,nd,14.6507,0.0315,nd,nd,nd,nd,49.1931,0.1524,0.1211,1.2770,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
285,SEALIP/TH/BDTP/5,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base bowl,nd,0.0440,23.3314,nd,nd,0.0173,nd,nd,nd,nd,nd,0.1038,nd,0.2597,nd,nd,nd,75.5122,0.2213,0.0746,0.3617,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
286,SEALIP/TH/BDTP/6,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869,14.195100,cemetery,Kanchanaburi Province,Thailand,copper-base hollow O-section bracelet,nd,0.0688,26.1802,nd,nd,0.2325,nd,nd,nd,nd,nd,1.0291,0.0197,nd,nd,nd,nd,71.9132,0.0938,0.0489,0.2374,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
287,SEALIP/TH/BNW/1,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,nd,0.0005,1.6080,nd,nd,0.1567,nd,nd,nd,nd,0.0121,0.0020,0.0053,0.0038,0.0151,nd,0.0038,98.1117,0.0101,0.0005,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim LA-ICP-MS,Metal,
288,SEALIP/TH/BNW/2,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,90.3863,nd,0.0730,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0020,nd,0.0263,nd,7.4667,nd,nd,0.0457,nd,nd,nd,0.0043,nd,0.1077,0.4850,nd,1.2770,nd,pXRF,Corrosion,
289,SEALIP/TH/BNW/3,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,-,Corrosion,
290,SEALIP/TH/BNW/4,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,nd,nd4842766407904,0.9978,nd,nd,0.0065,nd,nd,nd,nd,nd18496118560338,0.0008,0.0010,0.0003,nd,nd,0.0025,98.9136,0.0012,nd18496118560338,0.0403,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim LA-ICP-MS,Metal,
291,SEALIP/TH/BNW/5,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,nd,0.0000,2.7555,nd,nd,0.0696,nd,nd,nd,nd,0.0382,0.1245,nd,0.0247,0.0270,nd,0.0000,96.7304,0.0098,0.0053,0.0074,nd,nd,nd,nd,nd,0.1687,nd,nd,nd,nd,Oxford EPMA,Metal,
292,SEALIP/TH/BNW/6,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,69.2317,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0030,nd,0.0697,nd,26.7023,nd,nd,0.1013,0.0110,nd,0.0050,0.0077,nd,0.3380,1.7737,nd,1.4483,nd,pXRF,Corrosion,
293,SEALIP/TH/BNW/7,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu chisel,86.3210,nd,1.0983,0.0050,0.0020,0.0050,nd,nd,nd,nd,nd,0.0600,nd,0.0120,nd,0.0347,nd,10.4033,nd,nd,0.0480,nd,nd,nd,0.0083,nd,0.3007,0.7280,nd,0.7880,nd,pXRF,Corrosion,
294,SEALIP/TH/BNW/8,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,85.8657,nd,0.8387,0.0063,nd,0.0023,nd,nd,nd,nd,nd,0.0073,nd,0.0107,nd,0.0280,nd,10.5210,nd,nd,0.0600,nd,nd,0.0030,0.0090,nd,0.2487,0.9620,nd,1.2247,nd,pXRF,Corrosion,
295,SEALIP/TH/BNW/9,Mid Bronze Age (BA3),900 - 800 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu axe,54.5043,0.0240,7.8573,nd,nd,0.0483,nd,nd,nd,nd,nd,nd,nd,0.0173,nd,0.0843,nd,32.9250,nd,nd,0.1270,0.0225,nd,nd,0.0260,nd,0.3123,1.9253,nd,1.6923,nd,-,Corrosion,
296,SEALIP/TH/BNW/10,Mid Bronze Age (BA4),800 - 700 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu arrowhead,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,-,Corrosion,
297,SEALIP/TH/BNW/11,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Pb'd Br cordiform artefact,nd,0.0006,6.5052,nd,nd,0.0573,nd,nd,nd,nd,0.0131,23.6692,nd,0.1094,0.0169,nd,0.0078,69.1118,0.1801,0.0440,0.0052,nd,nd,nd,nd,nd,0.2675,nd,nd,nd,nd,Oxford EPMA,Metal,
298,SEALIP/TH/BNW/12,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Pb frag,nd,0.0073,0.0000,nd,nd,0.0167,nd,nd,nd,nd,0.0000,99.5940,nd,0.0073,0.0044,nd,0.0269,0.0228,0.0065,0.0059,0.0000,nd,nd,nd,nd,nd,0.2029,nd,nd,nd,nd,Oxford EPMA,Metal,
299,SEALIP/TH/BNW/13,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Pb cordiform artefact,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Oxford EPMA,Corrosion,
300,SEALIP/TH/BNW/14,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu bangle,nd,0.4012,5.6780,nd,nd,0.0472,nd,nd,nd,nd,0.0322,0.0818,nd,2.2145,0.0293,nd,0.0056,91.3993,0.0490,0.0184,0.0022,nd,nd,nd,nd,nd,0.0204,nd,nd,nd,nd,Oxford EPMA,Metal,
301,SEALIP/TH/BNW/15,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Br bangle,nd,0.1706,6.0962,nd,nd,0.0742,nd,nd,nd,nd,0.0028,1.2079,nd,0.3585,0.0219,nd,0.0000,91.8985,0.0806,0.0136,0.0045,nd,nd,nd,nd,nd,0.0544,nd,nd,nd,nd,Oxford EPMA,Metal,
302,SEALIP/TH/BNW/16,Mid Iron Age (IA2),200 BC - AD 200,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Br bracelet,32.0027,0.0850,15.7697,0.0445,nd,0.0820,nd,nd,nd,nd,nd,0.0673,nd,0.1460,nd,0.1007,nd,42.0700,0.0437,nd,1.5207,0.0370,nd,0.0140,0.0430,0.4060,0.2950,1.1483,0.7313,4.7630,nd,pXRF,Corrosion,
303,SEALIP/TH/BNW/17,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Br bracelet,nd,0.0823,13.3429,nd,nd,0.0755,nd,nd,nd,nd,0.0201,1.0842,nd,0.5093,0.0323,nd,1.3415,83.0008,0.0857,0.0130,0.3198,nd,nd,nd,nd,nd,0.0533,nd,nd,nd,nd,Oxford EPMA,Metal,
304,SEALIP/TH/BNW/18,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Br bangle,57.1297,0.0700,9.0017,0.0180,nd,0.0070,nd,nd,nd,nd,nd,0.0173,nd,0.1260,nd,0.0440,nd,22.0827,nd,nd,1.5803,0.0320,nd,0.0203,0.0530,0.7595,0.2177,1.1540,1.9540,4.9257,nd,pRXF,Corrosion,
305,SEALIP/TH/BNW/19,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Cu spiral ornament,75.2410,0.0200,4.1207,0.0080,nd,nd,nd,nd,nd,nd,nd,0.0133,nd,0.0480,nd,0.0290,nd,10.3550,nd,nd,6.1060,nd,0.0050,0.0170,0.0163,0.0960,0.1493,0.8800,0.6940,1.7163,nd,pXRF,Corrosion,
306,SEALIP/TH/BNW/20,Late Iron Age (IA4),AD 300 - 500,Ban Non Wat,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Thailand,Pb'd br bowl/cup,69.6910,0.0577,6.1070,0.0215,nd,0.0237,nd,nd,nd,nd,nd,0.0147,nd,0.0557,nd,0.0513,nd,18.2407,0.0120,nd,1.0877,0.0210,nd,0.0070,0.0227,nd,0.5057,1.1767,0.5023,1.8090,nd,pXRF,Corrosion,
307,SEALIP/TH/BPT/1,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,nd,1.4437,11.8913,nd,nd,nd,nd,0.1200,nd,0.0150,0.0493,6.8627,nd,0.3463,nd,nd,nd,68.7580,0.0307,0.0133,0.1663,nd,0.1543,nd,0.2630,0.6580,nd,nd,1.8257,7.3857,nd,pXRF,,
308,SEALIP/TH/BPT/2,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,nd,0.0297,3.0487,0.0207,nd,nd,nd,nd,nd,0.0033,nd,0.0677,nd,0.0300,nd,nd,nd,79.0480,nd,nd,0.2467,nd,nd,nd,nd,nd,0.5093,nd,1.1740,15.7470,nd,pXRF,,
309,SEALIP/TH/BPT/3,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,amorphous,nd,nd,14.3700,0.0170,nd,nd,nd,0.1417,nd,0.0107,nd,4.1070,nd,0.1460,nd,nd,nd,77.2533,nd,nd,0.0780,nd,0.1763,nd,0.2913,nd,nd,nd,0.2880,2.8850,nd,pXRF,,
310,SEALIP/TH/BPT/4,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,amorphous,nd,0.4210,11.1547,0.0243,nd,nd,nd,nd,nd,0.0023,nd,1.0127,nd,0.2797,0.0067,nd,nd,80.1633,nd,nd,0.0503,nd,nd,nd,0.1227,nd,nd,nd,0.4707,6.2620,nd,pXRF,,
311,SEALIP/TH/BPT/5,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,nd,nd,5.4330,nd,nd,nd,nd,0.2207,nd,0.0230,0.0240,26.4950,nd,nd,nd,nd,nd,56.9717,nd,nd,0.2287,nd,0.0930,nd,0.1807,2.0067,nd,nd,nd,8.2857,nd,pXRF,,
312,SEALIP/TH/BT/1,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,nd,0.0157,9.3627,nd,nd,nd,nd,nd,nd,nd,0.1857,0.0153,0.0070,0.6187,nd,nd,nd,87.7707,0.0237,nd,0.0743,nd,nd,nd,0.0153,0.2137,0.1583,nd,0.1057,1.3877,nd,pXRF,,
313,SEALIP/TH/BT/10,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,nd,9.9803,0.0406,0.0160,0.0053,0.0376,nd,nd,nd,0.0459,nd,8.4141,nd,0.5797,nd,nd,nd,77.4740,nd,nd,0.3977,nd,nd,nd,0.0680,nd,nd,nd,nd,3.1995,0.0023,pXRF,,
314,SEALIP/TH/BT/2,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,nd,0.0000,3.0347,nd,nd,nd,nd,nd,nd,0.0013,nd,0.0630,nd,0.0320,nd,nd,nd,95.3543,nd,nd,0.0373,nd,nd,0.0190,0.0580,nd,0.4617,nd,0.0703,0.7763,nd,pXRF,,
315,SEALIP/TH/BT/3,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,nd,0.0377,9.6320,nd,nd,nd,nd,0.0020,nd,0.0033,0.0467,0.3043,nd,0.1220,0.0080,nd,nd,83.0080,nd,nd,0.1183,nd,0.0160,nd,0.0323,nd,0.3940,nd,0.8250,5.3743,nd,pXRF,,
316,SEALIP/TH/BT/4,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,nd,0.0523,10.1273,0.0323,nd,nd,nd,nd,nd,nd,nd,0.0450,nd,0.0260,nd,nd,nd,88.9673,nd,nd,0.1360,nd,0.0280,0.0347,0.2203,nd,0.1730,nd,0.0210,0.0593,nd,pXRF,,
317,SEALIP/TH/BT/5,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,bangle,nd,nd,5.8600,nd,nd,nd,nd,0.0920,nd,0.0080,0.0067,1.9723,nd,0.0220,0.0467,nd,nd,86.7420,0.0317,nd,0.0563,nd,0.0420,nd,0.0603,0.3947,nd,nd,0.4877,4.1593,nd,pXRF,,
318,SEALIP/TH/BT/6,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,nd,nd,0.5257,nd,nd,nd,nd,nd,nd,0.0085,nd,0.1215,nd,0.0037,nd,nd,nd,93.8005,0.0155,nd,0.0458,nd,nd,0.0123,nd,0.8805,0.5148,nd,0.2085,3.4553,nd,pXRF,,
319,SEALIP/TH/BT/7,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,nd,0.0187,4.2107,nd,nd,0.2203,nd,nd,nd,0.0023,0.5337,0.1523,0.0210,2.3493,nd,nd,nd,89.6860,0.0287,nd,0.0243,nd,nd,nd,nd,1.0370,nd,nd,nd,1.7077,nd,pXRF,,
320,SEALIP/TH/BT/8,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,nd,nd,0.3930,nd,nd,nd,nd,nd,nd,0.0030,nd,nd,nd,0.0070,nd,nd,nd,92.5880,0.0310,nd,0.0250,nd,nd,nd,nd,nd,0.1820,nd,0.2980,6.4590,nd,pXRF,,
321,SEALIP/TH/BT/9,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,nd,0.1063,nd,0.0100,nd,nd,nd,nd,nd,0.0063,nd,0.1587,nd,0.8230,nd,nd,nd,97.1773,nd,nd,0.0560,nd,0.0097,0.0270,0.0313,nd,0.4553,nd,0.0477,0.9703,nd,pXRF,,
322,SEALIP/TH/DK/1,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,nd,0.1086,25.3317,nd,nd,0.1151,nd,nd,nd,nd,nd,0.1295,nd,0.0800,nd,nd,nd,73.8853,0.0656,nd,0.1105,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
323,SEALIP/TH/DK/10,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.1417,21.7633,0.1033,nd,nd,nd,nd,nd,0.0203,nd,0.2563,nd,0.5443,nd,nd,nd,66.9387,nd,nd,0.3793,nd,nd,nd,nd,3.4970,0.7970,nd,0.3850,4.9243,nd,pXRF,,
324,SEALIP/TH/DK/11,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,nd,19.0140,nd,0.2137,nd,nd,1.7443,nd,0.1240,nd,27.3740,nd,nd,nd,nd,0.2650,39.9030,nd,nd,0.7420,nd,1.3730,nd,0.2990,3.7697,nd,nd,0.5207,4.1050,nd,pXRF,,
325,SEALIP/TH/DK/12,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.2263,29.9617,0.0800,0.0100,nd,nd,nd,nd,0.0093,nd,0.0843,nd,0.1297,nd,nd,nd,65.7377,0.0473,nd,0.2260,nd,nd,nd,nd,nd,0.2707,nd,0.2710,2.3250,nd,pXRF,,
326,SEALIP/TH/DK/13,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.2217,34.2807,0.0857,nd,nd,nd,nd,nd,0.0080,0.0243,0.1947,nd,0.2387,nd,nd,nd,58.0140,0.0120,nd,0.4087,nd,nd,nd,0.4017,0.4677,nd,nd,0.5337,4.2157,nd,pXRF,,
327,SEALIP/TH/DK/14,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,bell,nd,0.0222,18.0752,nd,nd,nd,nd,nd,nd,nd,nd,0.4920,nd,0.0800,nd,nd,nd,77.7418,nd,nd,0.0528,nd,nd,nd,0.0233,nd,nd,nd,0.0615,3.3612,nd,pXRF,,
328,SEALIP/TH/DK/2,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,nd,0.2972,32.5201,nd,nd,0.1534,nd,nd,nd,nd,nd,0.3599,0.0105,0.1737,nd,nd,nd,64.9903,0.1100,nd,1.2249,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
329,SEALIP/TH/DK/3,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,nd,0.1371,25.7787,nd,nd,0.1146,nd,nd,nd,nd,0.0108,0.2390,nd,0.1602,nd,nd,nd,73.1945,0.0511,nd,0.3001,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
330,SEALIP/TH/DK/4,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,nd,28.6487,0.0173,nd,nd,nd,0.0777,nd,0.0163,nd,2.1890,nd,0.2627,nd,nd,nd,63.0767,nd,nd,1.0283,nd,0.1783,nd,nd,1.4760,nd,nd,0.3153,2.6463,nd,pXRF,,
331,SEALIP/TH/DK/5,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.0980,28.8220,0.0933,nd,nd,nd,0.1467,nd,0.0157,nd,2.8957,nd,nd,nd,nd,nd,61.6743,nd,nd,0.7580,nd,0.1803,nd,0.2217,nd,nd,nd,0.3697,4.2173,nd,pXRF,,
332,SEALIP/TH/DK/6,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.1460,24.9713,0.0490,nd,nd,nd,nd,nd,0.0043,nd,0.0427,nd,0.1187,nd,nd,nd,72.4647,0.0107,nd,0.0663,nd,nd,nd,0.2467,nd,0.2210,nd,0.0813,1.1810,nd,pXRF,,
333,SEALIP/TH/DK/7,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.0913,23.8217,0.0303,nd,nd,nd,nd,nd,0.0117,nd,0.0537,nd,0.1417,nd,nd,nd,72.1317,0.0443,nd,0.1280,nd,nd,nd,nd,0.9660,0.3650,nd,0.2277,1.3163,nd,pXRF,,
334,SEALIP/TH/DK/8,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.2427,27.7547,0.0723,nd,nd,nd,nd,nd,0.0047,0.0060,0.1463,nd,0.1123,nd,nd,nd,68.2077,0.0257,nd,0.2943,nd,nd,nd,0.1773,0.4357,0.2410,nd,0.2543,1.6693,nd,pXRF,,
335,SEALIP/TH/DK/9,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,nd,0.1617,26.5540,0.0917,0.0130,nd,nd,nd,nd,0.0150,nd,0.0833,nd,0.1033,nd,nd,nd,65.7923,0.0230,nd,0.2223,nd,nd,nd,nd,nd,0.6003,nd,0.3277,4.5150,nd,pXRF,,
336,SEALIP/TH/KS/1,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,casting splash,nd,nd,21.0840,nd,nd,0.0770,nd,nd,nd,nd,nd,0.2430,nd,0.0475,nd,nd,nd,78.4920,0.0250,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,,
337,SEALIP/TH/KS/2,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,drum,nd,nd,1.1530,nd,nd,0.0030,nd,nd,nd,nd,nd,0.0450,nd,0.3130,nd,nd,nd,98.2615,0.0205,nd,0.1855,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,,
338,SEALIP/TH/KS/3,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,nd,nd,21.7874,nd,nd,0.0210,nd,nd,nd,nd,nd,0.0208,nd,0.2820,nd,nd,nd,76.5910,0.2114,0.0706,0.8622,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,,
339,SEALIP/TH/KS/4,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,nd,nd,22.6691,nd,nd,0.0103,nd,nd,nd,nd,nd,0.0461,nd,0.3283,nd,nd,nd,76.0081,0.1391,0.0759,0.6667,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,,
340,SEALIP/TH/KS/5,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,nd,nd,23.3685,nd,nd,0.1257,nd,nd,nd,nd,nd,0.0126,nd,0.2674,nd,nd,nd,75.7899,0.0852,0.0496,0.2354,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,,
341,SEALIP/TH/KSK/1,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br bracelet,nd,nd,18.8000,nd,nd,0.1650,nd,nd,nd,nd,0.0300,0.1130,nd,0.0610,nd,nd,nd,80.6466,0.0140,nd,0.0100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
342,SEALIP/TH/KSK/2,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br bowl,nd,nd,18.5000,nd,nd,0.0100,nd,nd,nd,nd,0.0140,nd,nd,0.3710,nd,nd,nd,80.4506,0.1060,0.0440,0.5000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
343,SEALIP/TH/KSK/3,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br bowl,nd,nd,14.8000,nd,nd,0.1900,nd,nd,nd,nd,0.1400,nd,nd,0.0200,nd,nd,0.0700,84.4000,nd,nd,0.0300,nd,nd,nd,nd,nd,0.3100,nd,nd,nd,nd,London EPMA,Metal,
344,SEALIP/TH/KSK/4,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br bowl,nd,nd,24.0000,nd,nd,0.0200,nd,nd,nd,nd,0.0200,nd,nd,0.4400,nd,nd,0.0600,74.5000,0.2400,0.1000,0.4200,nd,nd,nd,nd,nd,0.1200,nd,nd,nd,nd,London EPMA,Metal,
