id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
59,SEALIP/LA/PBL/10,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0150,0.0001,0.0001,0.0423,0.0001,0.0001,0.0757,98.8263,0.0117,0.0001,0.1100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0367,0.8457,0.0001,pXRF,,
60,SEALIP/LA/PBL/11,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0147,0.0001,0.0001,0.0807,0.1740,0.0001,0.2060,0.0001,0.0001,0.1103,82.9823,0.0001,0.0001,16.3317,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0413,0.0001,pXRF,,
61,SEALIP/LA/PBL/12,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0703,0.1637,0.0160,0.1690,0.0001,0.0001,0.0001,98.6350,0.0103,0.0001,0.9303,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
62,SEALIP/LA/PBL/13,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0213,0.0153,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0593,0.0463,0.0210,0.1157,0.0001,0.0001,0.1080,97.8770,0.0001,0.0001,1.3213,0.0001,0.0001,0.0303,0.0210,0.0001,0.0001,0.0001,0.0001,0.2927,0.0001,pXRF,,
63,SEALIP/LA/PBL/14,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0187,0.1060,0.0001,0.0590,0.0001,0.0001,0.1637,96.4983,0.0001,0.0001,2.9707,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0117,0.1390,0.0001,pXRF,,
64,SEALIP/LA/PBL/15,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0047,0.0001,0.0001,0.0157,0.0001,0.0001,0.1527,99.4977,0.0001,0.0001,0.0777,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2407,0.0001,pXRF,,
65,SEALIP/LA/PBL/16,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,0.0001,0.0001,0.0001,0.0001,0.0750,0.0001,0.0001,0.0001,99.4220,0.0001,0.0001,0.3127,0.0001,0.0001,0.0001,0.0001,0.0001,0.0377,0.0001,0.0001,0.0001,0.0001,pXRF,,
66,SEALIP/LA/PBL/17,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Chisel,9.1000,0.0001,19.3000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,70.6000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,SEM-EDS,,
67,SEALIP/LA/PBL/18,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0167,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0077,0.0607,0.0001,0.0757,0.0001,0.0001,0.0001,98.9210,0.0050,0.0001,0.8180,0.0001,0.0083,0.0263,0.0410,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
68,SEALIP/LA/PBL/19,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1093,0.0777,0.0001,0.1357,0.0001,0.0001,0.1613,92.9780,0.0001,0.0001,5.6913,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5963,0.2483,0.0001,pXRF,,
69,SEALIP/LA/PBL/20,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0190,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0283,0.0183,0.0001,0.0343,0.0001,0.0001,0.0307,98.1773,0.0001,0.0043,1.5347,0.0001,0.0001,0.0113,0.0001,0.0001,0.0001,0.0001,0.0001,0.0600,0.0001,pXRF,,
70,SEALIP/LA/PBL/21,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0463,0.0277,0.0001,0.0713,0.0001,0.0001,0.1590,95.1650,0.0073,0.0001,4.2617,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2397,0.0001,pXRF,,
71,SEALIP/LA/PBL/22,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,12.1403,0.0001,0.0001,0.0001,0.0001,0.0103,0.0053,0.0001,0.0001,0.0001,0.0001,0.1083,0.0001,0.0001,0.0001,87.3163,0.0001,0.0001,0.2520,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
72,SEALIP/LA/PBL/23,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Hair pin,0.0001,0.0001,10.6000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0960,0.0001,0.0923,0.0001,0.0001,0.0001,89.1523,0.0001,0.0001,0.0560,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
73,SEALIP/LA/PBL/24,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,18.2783,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0737,0.0001,0.0660,0.0001,0.0001,0.0001,80.8790,0.0001,0.0001,0.4733,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0600,0.1013,0.0001,pXRF,,
74,SEALIP/LA/PBL/25,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,13.7803,0.0001,0.0001,0.0001,0.0001,0.0240,0.0227,0.0127,0.0001,0.0001,0.0001,0.0733,0.0001,0.0001,0.0001,53.2733,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,32.0037,0.0001,0.0001,0.6220,0.5575,0.0001,pXRF,,
75,SEALIP/LA/PBL/26,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,7.1650,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0397,0.0001,0.0873,0.0001,0.0001,0.0001,92.3397,0.0001,0.0001,0.1457,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
76,SEALIP/LA/PBL/27,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Rod Fragment,0.0001,0.0001,25.9140,0.0090,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2123,0.0001,0.0833,0.0001,0.0001,0.0001,73.3297,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2467,0.0001,0.0980,0.0001,0.0001,pXRF,,
77,SEALIP/LA/PBL/28,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Adze,0.0001,0.0130,12.4480,0.1260,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0540,0.0001,0.0800,0.0001,0.0001,0.0001,64.5980,0.0001,0.0001,2.0113,0.0373,0.0001,0.0001,0.0001,8.5363,0.0001,0.0001,0.0001,12.0103,0.0001,pXRF,Corroded,
78,SEALIP/LA/PBL/29,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0497,18.1053,0.0633,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0503,0.0001,0.1233,0.0001,0.0001,0.1113,80.9513,0.0001,0.0001,0.2427,0.0001,0.0001,0.0001,0.2197,0.0001,0.0310,0.0001,0.0001,0.0001,0.0001,pXRF,,
79,SEALIP/LA/PBL/30,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,30.1790,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1343,0.0001,0.3510,0.0001,0.0001,0.0001,67.9150,0.0001,0.0001,0.3263,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0183,1.0437,0.0001,pXRF,,
80,SEALIP/LA/PBL/31,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Spearhead,0.0001,0.0001,10.0613,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0023,0.0217,0.0001,0.0600,0.0001,0.0001,0.0001,89.7530,0.0001,0.0001,0.0250,0.0001,0.0001,0.0001,0.0693,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
81,SEALIP/LA/PBL/32,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0047,0.0001,0.0001,0.0137,0.0997,0.0001,0.0497,0.0001,0.0001,0.0001,99.2820,0.0001,0.0001,0.5437,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
82,SEALIP/LA/PBL/33,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0267,0.1077,0.0001,0.0690,0.0001,0.0001,0.0243,99.4530,0.0113,0.0001,0.2067,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0580,0.0001,pXRF,,
83,SEALIP/LA/PBL/34,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0047,0.0037,0.0001,0.0001,0.0587,0.0001,0.0880,0.0001,0.0001,0.1280,99.0403,0.0001,0.0001,0.5100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0607,0.0001,pXRF,,
84,SEALIP/LA/PBL/35,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0097,0.0001,0.0097,0.0363,0.0001,0.0001,0.0803,99.7700,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,Corroded,
85,SEALIP/LA/PBL/36,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0097,0.0027,0.0001,0.0047,0.0323,0.0001,0.0630,0.0001,0.0001,0.0173,99.5507,0.0001,0.0001,0.1540,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1143,0.0001,pXRF,,
86,SEALIP/LA/PBL/37,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0213,0.0140,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0287,0.0103,0.0230,0.0303,0.0001,0.0001,0.0810,99.3910,0.0001,0.0001,0.1357,0.0001,0.0001,0.0290,0.0607,0.0001,0.1127,0.0001,0.0001,0.0001,0.0001,pXRF,Corroded,
87,SEALIP/LA/PBL/38,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,16.7297,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0087,0.0440,0.0001,0.1207,0.0001,0.0001,0.0517,82.1977,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1347,0.0001,0.0001,0.0001,0.2243,0.4810,0.0001,pXRF,,
88,SEALIP/LA/PBL/39,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0657,0.0323,0.0160,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0250,0.0030,0.0001,0.0280,0.0001,0.0001,0.0001,99.5757,0.0001,0.0001,0.0353,0.0001,0.0140,0.0483,0.0887,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,Corroded,
89,SEALIP/LA/PBL/40,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0360,0.0317,0.0060,0.0001,0.0323,0.0001,0.0767,0.0001,0.0001,0.0001,99.5683,0.0001,0.0001,0.1453,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
90,SEALIP/LA/PBL/41,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,fragment,0.0001,0.0001,13.9583,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0310,0.0001,0.0620,0.0001,0.0001,0.0001,85.8627,0.0001,0.0001,0.0380,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
91,SEALIP/LA/PBL/42,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Conical ingot,0.0001,0.0073,0.0033,0.0001,0.0001,0.0001,0.0001,0.0013,0.0001,0.0001,0.0001,0.0157,0.0050,0.0000,0.0001,0.0001,0.0001,74.8923,0.0001,0.0001,0.1833,0.0001,0.0001,0.0137,0.0173,0.0001,24.7597,0.0001,0.0001,0.0001,0.0001,pXRF,,
92,SEALIP/LA/PBL/43,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,fragment,0.0001,0.0001,12.3440,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0155,0.0001,0.0265,0.0001,0.0001,0.0001,87.3798,0.0260,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1060,0.0001,0.0001,0.0001,0.0001,pXRF,,
93,SEALIP/LA/PBL/44,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,26.0370,0.0313,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0860,0.0001,0.2003,0.0001,0.0001,0.0001,69.4957,0.0001,0.0001,3.3660,0.0777,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6837,0.0001,pXRF,,
94,SEALIP/LA/PBL/45,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,0.0001,0.0001,10.4263,0.0001,0.0001,0.0001,0.0001,0.0043,0.0030,0.0001,0.0001,0.0673,0.0001,0.1080,0.0001,0.0001,0.0260,87.9143,0.0001,0.0001,0.1390,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.2973,0.0001,pXRF,,
95,SEALIP/LA/PBL/46,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Knife,0.0001,0.0220,12.7947,0.0310,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1837,0.0170,0.0001,0.1587,0.0001,0.0001,0.0001,86.4733,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0873,0.0001,0.1477,0.0001,0.0001,0.0360,0.0001,pXRF,,
96,SEALIP/LA/PBL/47,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0250,0.0001,0.0001,0.0001,99.6420,0.0001,0.0001,0.2147,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0863,0.0001,pXRF,,
97,SEALIP/LA/TNN/3,Early Iron Age,400 - 100 BC,Thong Na Nguak,106.000893,16.971067,,Savannakhet Province,Laos,Conical ingot,0.0001,0.0100,0.0001,0.0001,0.0001,0.0150,0.0001,0.0001,0.0001,0.0001,0.0001,0.1600,0.0001,0.0001,0.0001,0.0001,0.0001,99.5515,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
98,SEALIP/LA/TNN/4,Early Iron Age,400 - 100 BC,Thong Na Nguak,106.000893,16.971067,,Savannakhet Province,Laos,Conical ingot,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1863,0.0001,0.0318,0.0001,0.0001,0.2890,98.1322,0.0282,0.0001,0.0653,0.0001,0.0001,0.0001,0.0001,0.0001,1.1265,0.0001,0.0173,0.1057,0.0001,pXRF,,
99,SEALIP/LA/TPP/1,Early Bronze Age,1100 - 1000 BC,Tham Pà Ping,103.409722, 20.208611,burial,Houaphan Province,Laos,Axe,0.0001,0.0001,0.0001,0.0001,0.0001,0.3877,0.0001,0.0100,0.0090,0.0203,2.0627,0.1147,0.0340,11.5130,0.0001,0.0001,0.0001,84.9373,0.0285,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8753,0.0001,0.0001,0.0001,0.0001,pXRF,,
100,SEALIP/LA/VC/1,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,0.0001,0.0001,4.2820,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0157,0.0001,0.0001,0.0001,95.5730,0.0001,0.0001,0.1233,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
101,SEALIP/LA/VC/2,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,0.0001,0.0001,5.9073,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0170,0.0001,0.0001,0.0001,94.0067,0.0001,0.0001,0.0577,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
102,SEALIP/LA/VC/3,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,0.0001,0.0001,1.5737,0.0001,0.0001,0.0001,0.0001,0.0113,0.0115,0.0001,0.0001,0.0001,0.0001,0.0170,0.0001,0.0001,0.0001,97.8887,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4720,0.0001,pXRF,,
103,SEALIP/LA/VC/4,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,top ingot,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0033,0.0001,0.0001,0.0001,0.0477,0.0001,0.0243,0.0001,0.0001,0.0001,98.6267,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.1403,0.0001,0.0001,0.1070,0.0001,pXRF,,
104,SEALIP/LA/VC/5,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,middle ingot,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0963,0.0001,0.0083,0.0001,0.0001,0.0860,98.6393,0.0063,0.0001,0.0133,0.0001,0.0001,0.0090,0.0001,0.0001,1.0507,0.0001,0.0001,0.0001,0.0001,pXRF,,
105,SEALIP/LA/VC/6,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,bottom ingot,0.0001,0.0480,0.0247,0.0033,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0360,0.0001,0.0163,0.0001,0.0001,0.1627,98.4110,0.0123,0.0001,0.0120,0.0001,0.0127,0.0397,0.0760,0.0001,1.1350,0.0001,0.0001,0.0001,0.0001,pXRF,,
106,SEALIP/LA/VC/7,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,top ingot,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0023,0.0001,0.0001,0.0001,0.0900,0.0001,0.0370,0.0001,0.0001,0.1383,98.1440,0.0001,0.0001,0.0497,0.0001,0.0001,0.0001,0.0001,0.0001,1.0010,0.0001,0.0001,0.5327,0.0001,pXRF,,
107,SEALIP/LA/VC/8,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,bottom ingot,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0533,0.0001,0.0130,0.0001,0.0001,0.1707,98.5420,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0387,0.0001,0.0001,0.1307,0.0001,pXRF,,
108,SEALIP/LA/VC/9,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,0.0001,0.1740,3.0907,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2380,4.2687,0.0001,0.5500,0.0357,0.0001,0.1750,91.4127,0.0427,0.0001,0.0040,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
109,SEALIP/LA/VC/10,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,0.0001,0.2210,18.9270,0.0237,0.0001,0.2920,0.0001,0.0001,0.0001,0.0117,0.3640,11.9010,0.0001,1.5973,0.0001,0.0001,0.1053,64.3760,0.0480,0.0001,0.0510,0.0001,0.0001,0.0001,0.2110,0.7287,0.0001,0.0001,0.3320,0.6187,0.0001,pXRF,Corroded,
110,SEALIP/LA/VC/11,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,0.0001,0.4173,5.1450,0.0257,0.0001,0.2910,0.0001,0.0001,0.0001,0.0060,0.3823,9.9843,0.0001,0.5820,0.0001,0.0001,0.1150,81.9107,0.0063,0.0001,0.0443,0.0001,0.0001,0.0140,0.1077,0.1990,0.0001,0.0001,0.4143,0.0001,0.0001,pXRF,Corroded,
111,SEALIP/LA/VC/12,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,drum,0.0001,0.0397,7.7533,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0113,0.0001,20.5663,0.0001,0.0001,0.0001,0.0001,0.0001,70.4603,0.0225,0.0001,0.4120,0.0001,0.0001,0.0001,0.1267,0.8010,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
112,SEALIP/LA/VC/13,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,massive drum,36.9000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,45.2000,0.0001,0.0001,1.5000,0.0001,4.9000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.2000,0.0001,SEM-EDS,Corroded,
113,KKH-B,Mid Iron Age (Myanmar),200 - 100 BC,Kokkokhahla,96.028220, 21.091169,Yangon University Museum,,Myanmar,bangle,0.0001,0.0001,0.0001,0.0001,0.0001,0.3000,0.0001,0.0001,0.0001,0.0001,0.6000,0.0001,0.0001,3.5000,0.0001,0.0001,0.0001,82.7000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,UCL Qatar SEM-EDS,,
