LABEL analytical,local/regional cultural attribution (can vary a lot!),Absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb
SEALIP/TH/BPT/4,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,amorphous,2.02538627172437,0.780344445848337,40.8151529318202,15.7160260910291,20.1523230121191
SEALIP/TH/BPT/5,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,2.10740080453525,0.852578833070383,38.9311108889063,15.7410092156085,18.4733902215338
SEALIP/TH/DK/4,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.09072808896469,0.845423773048977,38.9078592458264,15.724060668696,18.6097949611434
SEALIP/TH/DK/5,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.11224145435957,0.8563021736206,38.7204400667798,15.6878175302154,18.3314146535581
SEALIP/TH/DK/6,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.11279816611949,0.855039476394039,38.7845038295871,15.6867773451964,18.3571664520379
SEALIP/TH/DK/7,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.1126036215492,0.856915910767227,38.7750900207623,15.7188567283478,18.3542545967202
SEALIP/TH/DK/8,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.11258300622951,0.85691837159917,38.771796539513,15.7177853147651,18.3531588985852
SEALIP/TH/DK/9,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.10453842812913,0.854395088543429,38.6836586153408,15.6958108322659,18.3813298479871
SEALIP/TH/DK/10,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.0903120947299,0.854002229860325,38.2387263517888,15.6139090798474,18.2934338311333
SEALIP/TH/DK/11,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.11368158700978,0.853728659415782,38.8930436776104,15.7008254480764,18.4015753363462
SEALIP/TH/DK/12,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.11369269508662,0.853719566409563,38.8898935645864,15.698595643337,18.3989937964862
SEALIP/TH/DK/13,Late Iron Age,200 BC - AD 300,Don Klang,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,2.10891682248383,0.854636939700395,38.8767604169629,15.7462288342168,18.4350322930512
SEALIP/VN/DS/1,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10936174911978,0.854001633980646,38.8987413520883,15.7537186456709,18.4402708830201
SEALIP/VN/DS/2,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.08688846556731,0.8372523096853,39.2672388700332,15.7589689766303,18.8162107622291
SEALIP/VN/DS/3,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10764262699266,0.852877425171872,38.8318670671413,15.7198632703847,18.4248894366794
SEALIP/VN/DS/4,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.11187288035819,0.852386287976078,38.9410297090306,15.7237422088914,18.4397385560976
SEALIP/VN/DS/5,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.09487801009495,0.84521803360124,39.0161003046945,15.7477966327147,18.6245720695015
SEALIP/VN/DS/6,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.1068691205847,0.850704424742131,38.7209507833676,15.6373765381992,18.378374935137
SEALIP/VN/DS/7,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini tympanum,2.09442637394481,0.844124513117963,39.037705275133,15.7374281165714,18.6384283293611
SEALIP/VN/DS/8,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.11539972853649,0.852123715083781,38.9759218922984,15.7029818660935,18.4243648857671
SEALIP/VN/DS/9,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10378730561233,0.849938393700788,38.9581048464187,15.7426641708605,18.5167980526461
SEALIP/VN/DS/10,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.11010515139966,0.850255802082488,38.9552219556703,15.6983153615827,18.461030372156
SEALIP/VN/DS/11,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10523110131961,0.850938260984591,38.9375919681589,15.7385715474257,18.4956060267196
SEALIP/VN/DS/12,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10726720922938,0.853330064393264,38.9216574034493,15.7617629775339,18.4702249102573
SEALIP/VN/DS/13,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10786305050013,0.853533262237969,38.8878645498717,15.7483904673986,18.4494569047748
SEALIP/VN/DS/14,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.09607992410049,0.845365992905169,39.0143566735624,15.7354203638112,18.6129891873212
SEALIP/VN/DS/15,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10458382195461,0.852342836519763,38.8776951491285,15.7457127621353,18.4728046499766
SEALIP/VN/DS/16,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10305640582506,0.851020290212482,38.8745802762213,15.7307202794845,18.4844407693183
SEALIP/VN/DS/17,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.09442987220345,0.844264658746339,39.0417853865871,15.7384122543621,18.6409102657877
SEALIP/VN/DS/18,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.10549217888294,0.852379123051817,38.8757900351684,15.7392070784189,18.4649075994641
SEALIP/VN/DS/19,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,situla,2.11101582645091,0.856500763602854,38.8919915916632,15.7797991634377,18.4228992761813
SEALIP/VN/DS/20,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,medium drum,2.08117487939477,0.830595229738824,39.1795947565775,15.637021134184,18.8330127871207
SEALIP/VN/LN/1,Đông Sơn,500 - 100 BC,Lang Ngam,106.149272, 21.080101,probably cemetery,Bac Ninh Province,Vietnam,mini drum,2.10870869787947,0.850633844576851,39.0577564940338,15.7562943526081,18.5222031867296
SEALIP/VN/THD/1,Đông Sơn,500 - 100 BC,Thieu Duong,105.773263, 19.864941,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.06680721023392,0.819366927268024,39.4659175580175,15.6459665048872,19.0955968813406
SEALIP/VN/THD/2,Đông Sơn,500 - 100 BC,Thieu Duong,105.773263, 19.864941,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.11001816940551,0.85205839991116,38.8474175678348,15.6866337323452,18.410926500607
SEALIP/VN/THD/3,Đông Sơn,500 - 100 BC,Thieu Duong,105.773263, 19.864941,probably cemetery,Than Hoa Province,Vietnam,mini drum,2.11026175012347,0.855677901517287,38.8906590210498,15.7679051233285,18.4284861283876
SEALIP/CH/HBS/1,Mid Bronze Age level 3,798 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Mineral,2.0404190185431,0.83481623770677,38.4322125809861,15.7153087923726,18.8356854095316
SEALIP/CH/HBS/2,Mid Bronze Age level 4,799 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Mineral,2.08463018530064,0.85508163675257,38.2021756916609,15.6613198844134,18.326173006662
SEALIP/CH/HBS/3,Mid Bronze Age level 5,800 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Fragment,2.09116229551775,0.842999963547371,38.853528365747,15.6543510894616,18.5801996287684
SEALIP/CH/HBS/4,Mid Bronze Age level 5,800 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Copper,2.09671381365493,0.846806814198968,38.8622417422153,15.6874166061431,18.5366807650401
SEALIP/CH/HBS/5,Mid Bronze Age level 5,800 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Copper,2.09607486269765,0.851049192815565,38.5618079656922,15.6474133024966,18.3957089412778
SEALIP/CH/HBS/6,Mid Bronze Age level 5,800 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Copper,2.08971605809481,0.839953904762283,38.8171627946961,15.5933632856914,18.5757546918732
SEALIP/CH/HBS/7,Mid Bronze Age level 5,800 - 600 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Fragment,2.10514611409285,0.859001025892566,38.4562684554298,15.6836597588397,18.26843220082
SEALIP/CH/HBS/8,Late Bronze Age level 3,675 - 550 BC,Hebosuo,102.688685, 24.710593,,Yunnan,China,Copper,2.09090848158258,0.844568024350534,38.6820828562641,15.6147860919371,18.5002860702655
SEALIP/CH/XIW/1,Early Bronze Age level 10,1100 - 800 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Pin,2.09218686443389,0.838499903967061,39.3321724563389,15.7537477548631,18.7999943620209
SEALIP/CH/XIW/2,Early Bronze Age level 10,1100 - 800 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.09236758924246,0.846361922597499,38.6443735323898,15.6232433841259,18.4693129883388
SEALIP/CH/XIW/3,Mid Bronze Age level 8,800 - 750 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.08331,0.855,38.21682,15.67379,18.34456
SEALIP/CH/XIW/4,Mid Bronze Age level 8,800 - 750 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.09667,0.84678,38.88202,15.69385,18.54409
SEALIP/CH/XIW/5,Mid Bronze Age level 8,800 - 750 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.10420789108589,0.859544529382895,38.3081233218691,15.6395128311824,18.205866786237
SEALIP/CH/XIW/6,Mid Bronze Age level 6,800 - 500 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.09977481934526,0.853972932935102,38.5274409463476,15.6616322419278,18.3493580545491
SEALIP/CH/XIW/7,Mid Bronze Age level 8,800 - 750 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.09244334444714,0.847243871342309,38.5460745908095,15.5998191780111,18.421835607382
SEALIP/CH/XIW/8,Mid Bronze Age level 8,800 - 750 BC,Xiwangmiao,102.691642,24.709975,,Yunnan,China,Fragment,2.09233847042214,0.847115992069631,38.4761528662684,15.5721956585745,18.3901484404944
SEALIP/TH/LLR/1,,early 1st mill AD,Long Long Rak,,,,,Thailand,ring,2.10889840291253,0.850259863248361,38.9793325236543,15.706647076259,18.4831690656564
SEALIP/TH/LLR/2,,early 1st mill AD,Long Long Rak,,,,,Thailand,ring,2.11595015301412,0.852661099032803,38.969009814595,15.6941016535974,18.4165209438507
SEALIP/TH/KSO/15,Late Iron Age,200 BC - AD 300,Khao Sai On ,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bangle?,2.07998542583288,0.839551058298033,38.9284966962735,15.7037654841627,18.7156735231179
SEALIP/TH/PTT/1,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.08316141620085,0.853003949541865,37.9604853950267,15.5346646554976,18.2224680265313
SEALIP/TH/PTT/2,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.08178207071975,0.851896168223009,38.0054577298506,15.5434884873956,18.2562282165193
SEALIP/TH/PTT/3,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.00679697170819,0.821347344283445,38.1146274818955,15.5904605624931,18.9923816613151
SEALIP/TH/PTT/4,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.04934193442264,0.83810906135924,38.1255912156724,15.5827390843817,18.6037357469644
SEALIP/TH/PTT/5,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.06492811807104,0.845178837268628,38.0582829015705,15.5684795079498,18.4307754327558
SEALIP/TH/PTT/6,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.07405577661621,0.848488574447419,38.0322417313748,15.549967021334,18.3373715012825
SEALIP/TH/PTT/7,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.06024897699043,0.842571847400685,38.0653095186049,15.5585217605185,18.4762911339537
SEALIP/TH/PTT/8,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.06856091633795,0.846629956540212,38.0571902584266,15.5669684651109,18.3979307796471
SEALIP/TH/PTT/9,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.09373400106636,0.858459529343326,37.8607049631233,15.514470655576,18.0830895700963
SEALIP/TH/PTT/10,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,,Lopburi Province,Thailand,Slag?,2.0459752493359,0.837236863757576,38.0490219362494,15.5611956166738,18.5975137495835
SEALIP/TH/TK/2,,,Tha Kae,100.619445, 14.843889,,Lopburi Province,Thailand,Slag,2.07983578382469,0.85280347616778,37.9008877524239,15.53159870976,18.222938269942
SEALIP/TH/TK/3,,,Tha Kae,100.619445, 14.843889,,Lopburi Province,Thailand,Slag,2.08222091201402,0.848500659130517,38.5083865003142,15.6831431458452,18.4936985246785
SEALIP/TH/TK/4,,,Tha Kae,100.619446, 14.843890,,Lopburi Province,Thailand,Slag,2.00205949043908,0.82126249527074,38.0200203689022,15.5866925008947,18.9901081670947
SEALIP/TH/TK/5,,,Tha Kae,100.619447, 14.843891,,Lopburi Province,Thailand,Slag,1.90564297244818,0.782692760291495,38.1871044016798,15.6755729760622,20.0394496093796
SEALIP/TH/TK/6,,,Tha Kae,100.619448, 14.843892,,Lopburi Province,Thailand,Slag,1.96968889290083,0.808126393419824,38.0556565254403,15.6043375583698,19.3201961258217
SEALIP/TH/TK/7,,,Tha Kae,100.619449, 14.843893,,Lopburi Province,Thailand,Slag,1.88364585267507,0.770757560126197,38.3896128105738,15.6994096786918,20.3801144570115
SEALIP/TH/TK/8,,,Tha Kae,100.619450, 14.843894,,Lopburi Province,Thailand,Slag,1.99351350471656,0.818298624286923,38.0407786219928,15.6059738452012,19.082579205496
SEALIP/TH/TK/9,,,Tha Kae,100.619451, 14.843895,,Lopburi Province,Thailand,Slag,1.99733922409876,0.820252867347024,37.9836840482674,15.5900110900749,19.0169231411167
SEALIP/TH/TK/10,,,Tha Kae,100.619452, 14.843896,,Lopburi Province,Thailand,Slag,1.8148539505824,0.744167136714396,38.4301639351959,15.7491855063546,21.1763210611365
SEALIP/TH/KSO/3,Late Iron Age,199 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bracelet,2.0636405361222,0.841510317904653,38.2393380520392,15.5843403599614,18.5306533524401
SEALIP/TH/KSO/4,Late Iron Age,200 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bracelet,2.08018657544044,0.839598315417208,38.931563046627,15.7044019247895,18.7154911963271
SEALIP/TH/KSO/5,Late Iron Age,200 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.06206404786515,0.845801740005931,37.9134211974371,15.5420117916203,18.3863415587941
SEALIP/TH/KSO/6,Late Iron Age,201 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.08105562776606,0.853441883366318,37.8886600247139,15.5293523196997,18.2066349808248
SEALIP/TH/KSO/7,Late Iron Age,202 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.06619552279291,0.845906275039885,38.0255133640186,15.5588545957272,18.4038462556446
SEALIP/TH/KSO/8,Late Iron Age,203 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.09986289027126,0.860441408901326,37.9180187089226,15.5284890775416,18.0573139991917
SEALIP/TH/KSO/9,Late Iron Age,204 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.07792231817947,0.85185224064199,37.9179526286048,15.5356620897269,18.2480437154442
SEALIP/TH/KSO/10,Late Iron Age,205 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.07151221068501,0.851279565735752,37.9045594950603,15.5682113939796,18.2982849097094
SEALIP/TH/KSO/11,Late Iron Age,206 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.07114894876433,0.84886383331269,37.9584191063113,15.5486253622557,18.3274117748484
SEALIP/TH/KSO/12,Late Iron Age,207 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.04563865522226,0.838233072140175,38.0152394342203,15.5687805692631,18.5839605146185
SEALIP/TH/KSO/13,Late Iron Age,208 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.05616114219128,0.84274987246559,37.9715826307966,15.5544601591426,18.4675260938463
SEALIP/TH/KSO/14,Late Iron Age,209 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Slag,2.09082470506523,0.856209753881242,37.9513141781228,15.5326442431556,18.1513846467581
SEALIP/TH/BC/7,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base dual phase fragment,2.1076377746802,0.861526776280822,38.5372697630365,15.7530330541329,18.2848391517457
SEALIP/TH/BC/18,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,flat,2.10489923474791,0.850382965200742,38.9835713737356,15.7496782515371,18.5205754121493
SEALIP/MY/KAW/1,Modern,,Kawlin,,,,,Myanmar,Mineral,2.12528795429057,0.854711679845209,38.9037545192835,15.6461236355901,18.3055871125331
SEALIP/MY/KAW/2,Modern,,Kawlin,,,,,Myanmar,Mineral,2.12520489777468,0.854688473058943,38.9003877864201,15.6456002287492,18.3049028141462
SEALIP/MY/KAW/3,Modern,,Kawlin,,,,,Myanmar,Mineral,2.12429357766601,0.854255446430735,38.9206182169002,15.6523634857873,18.322095310898
SEALIP/MY/TKM/1,Modern,,Thabeik Kyinn,,,,,,Mineral,2.10223972864634,0.849236171635311,38.9993747019981,15.7457088381465,18.5515282302994
SEALIP/MY/TKM/2,Modern,,Thabeik Kyinn,,,,,,Mineral,2.11150831291588,0.857142551001825,38.7593376824836,15.7251548921271,18.3564137000164
SEALIP/MY/TKM/3,Modern,,Thabeik Kyinn,,,,,Myanmar,Mineral,2.10753427378111,0.858661134768179,38.6730246977038,15.7573090593356,18.3502555901282
SEALIP/TH/NNT/1,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.10202834346598,0.853834764492263,38.4671957130386,15.6251195132441,18.2997989192941
SEALIP/TH/NNT/2,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.1030313488597,0.859743564658168,38.0390164864711,15.5510182386563,18.0880922029939
SEALIP/TH/NNT/3,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.10460779009383,0.855340359082267,38.6978611165304,15.7275348721787,18.3872864738941
SEALIP/TH/NNT/4,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.09271277893062,0.850573360768122,38.3989974420234,15.607095327701,18.348972920009
SEALIP/TH/NNT/5,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.07266536599387,0.839847401989576,38.6000866820546,15.6406721277606,18.6233004468987
SEALIP/TH/NNT/6,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.08843027869743,0.848020119342539,38.4587231228155,15.6165485914893,18.4154366365497
SEALIP/TH/NNT/7,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.00665643833598,0.769914655443672,41.0648074636315,15.7560661429038,20.4644591510187
SEALIP/TH/NNT/8,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.02837135389446,0.818039705691195,38.8799508544751,15.6808458911567,19.1686488344127
SEALIP/TH/NNT/9,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.02221608422886,0.780834630149509,40.7270198002326,15.7257674707369,20.1395483653831
SEALIP/TH/NNT/10,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.10098680407045,0.85244629488413,38.5461458915348,15.6397974654803,18.3466982618721
SEALIP/TH/NNT/11,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.09738234524191,0.852125518701508,38.3930261767469,15.5985869077801,18.305392584084
SEALIP/TH/NNT/12,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.08683325578019,0.833993872244415,39.4083726622145,15.7497700384925,18.8843885057802
SEALIP/TH/NNT/13,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.10862493596933,0.862278297821609,38.0343425888129,15.5538053879765,18.037709608584
SEALIP/TH/NNT/14,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,2.10657014801878,0.861293801928028,38.0225623647746,15.5465532947301,18.0494193743691
SEALIP/TH/BT/1,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,2.09637566580428,0.845508016769064,39.0033406060256,15.7312995194666,18.6051720220546
SEALIP/TH/BT/2,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,2.11039561818805,0.857731188798203,38.6954348250134,15.7276924888207,18.335791381411
SEALIP/TH/BT/3,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,2.10905052703628,0.858324557013384,38.5773748820328,15.7001608848223,18.2916274708125
SEALIP/TH/BT/4,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,2.10539480389626,0.85408043984113,38.7809672330426,15.7324538623148,18.4196980893981
SEALIP/TH/BT/5,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,bangle,2.10225756697547,0.850007789924278,38.9218387663372,15.7378483688755,18.5144714276796
SEALIP/TH/BT/6,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,2.11171671307232,0.858796134479936,38.6355291067845,15.712259992394,18.2954563428934
SEALIP/TH/BT/7,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,2.1095296839592,0.856050197571793,38.7723066259096,15.7340381858557,18.3795024362178
SEALIP/TH/BT/8,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,2.08026898773181,0.845672602342294,38.3764658173948,15.6010871187848,18.4479679115869
SEALIP/TH/BT/9,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,wire/rod,2.09707950985227,0.847951223206835,38.8072354051513,15.6920260890292,18.5055330573712
SEALIP/TH/BT/10,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Thailand,amorphous,2.07774570814647,0.839137890307206,39.1158964396907,15.7982027888442,18.8264389604452
SEALIP/MY/MIN/1,,,Mingan,,,,,Myanmar,Mineral,2.09444591550938,0.834296259271078,39.4449441797569,15.7036576161609,18.8333027885326
SEALIP/MY/MIN/2,,,Mingan,,,,,Myanmar,Mineral,2.18333753862939,0.82348226662706,41.6988339207261,15.7186632020745,19.098854365069
SEALIP/MY/MIN/3,,,Mingan,,,,,Myanmar,Mineral,2.21771162042956,0.816956739730317,42.7113356150162,15.7252385943051,19.2596117940091
SEALIP/MY/NTL/1,,,"Nant Twin village, Lashio",,,,,Myanmar,Mineral,2.04152210530336,0.821909043590543,39.1751038162353,15.762974232824,19.1893535773932
SEALIP/MY/NTL/2,,,"Nant Twin village, Lashio",,,,,Myanmar,Mineral,2.03973456436714,0.822119296657071,39.1332059853693,15.763946220364,19.1856298208769
SEALIP/MY/NTL/3,,,"Nant Twin village, Lashio",,,,,Myanmar,Mineral,2.03748335309723,0.820377406373987,39.1717724486549,15.7634462378876,19.2257565842371
SEALIP/MY/BAW/1,,,"Baw Mountain, Kyaukse",,,,,Myanmar,Mineral,2.10577274382128,0.855923221521594,38.8054688906177,15.7642957429743,18.4283189121814
SEALIP/MY/BAW/2,,,"Baw Mountain, Kyaukse",,,,,Myanmar,Mineral,2.10660524853809,0.85626567370315,38.8136204278448,15.7676821902549,18.4249061015254
