,LABEL analytical,absolute period,Large period,Site,Site abrevation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin ,River basin coordinates-E,River basin coordinates-N,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
68,SEALIP/LA/PBL/15,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0047,nd,nd,0.0157,nd,nd,0.1527,99.4977,nd,nd,0.0777,nd,nd,nd,nd,nd,nd,nd,nd,0.2407,nd,pXRF,Medium,
69,SEALIP/LA/PBL/16,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0043,nd,nd,nd,nd,nd,0.0750,nd,nd,nd,99.4220,nd,nd,0.3127,nd,nd,nd,nd,nd,0.0377,nd,nd,nd,nd,pXRF,Low,
70,SEALIP/LA/PBL/17,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Chisel,9.1000,nd,19.3000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,70.6000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,SEM-EDS,Medium,
71,SEALIP/LA/PBL/18,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,0.0167,nd,nd,nd,nd,nd,nd,nd,0.0077,0.0607,nd,0.0757,nd,nd,nd,98.9210,0.0050,nd,0.8180,nd,0.0083,0.0263,0.0410,nd,nd,nd,nd,nd,nd,pXRF,Low,
72,SEALIP/LA/PBL/19,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1093,0.0777,nd,0.1357,nd,nd,0.1613,92.9780,nd,nd,5.6913,nd,nd,nd,nd,nd,nd,nd,0.5963,0.2483,nd,pXRF,Medium,
73,SEALIP/LA/PBL/20,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,0.0190,nd,nd,nd,nd,nd,nd,nd,0.0283,0.0183,nd,0.0343,nd,nd,0.0307,98.1773,nd,0.0043,1.5347,nd,nd,0.0113,nd,nd,nd,nd,nd,0.0600,nd,pXRF,Low,
74,SEALIP/LA/PBL/21,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0463,0.0277,nd,0.0713,nd,nd,0.1590,95.1650,0.0073,nd,4.2617,nd,nd,nd,nd,nd,nd,nd,nd,0.2397,nd,pXRF,Low,
75,SEALIP/LA/PBL/22,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,12.1403,nd,nd,nd,nd,0.0103,0.0053,nd,nd,nd,nd,0.1083,nd,nd,nd,87.3163,nd,nd,0.2520,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
76,SEALIP/LA/PBL/23,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Hair pin,nd,nd,10.6000,nd,nd,nd,nd,nd,nd,nd,nd,0.0960,nd,0.0923,nd,nd,nd,89.1523,nd,nd,0.0560,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
77,SEALIP/LA/PBL/24,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,18.2783,nd,nd,nd,nd,nd,nd,nd,nd,0.0737,nd,0.0660,nd,nd,nd,80.8790,nd,nd,0.4733,nd,nd,nd,nd,nd,nd,nd,0.0600,0.1013,nd,pXRF,Low,
78,SEALIP/LA/PBL/25,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,13.7803,nd,nd,nd,nd,0.0240,0.0227,0.0127,nd,nd,nd,0.0733,nd,nd,nd,53.2733,nd,nd,nd,nd,nd,nd,nd,32.0037,nd,nd,0.6220,0.5575,nd,pXRF,Medium,
79,SEALIP/LA/PBL/26,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,7.1650,nd,nd,nd,nd,nd,nd,nd,nd,0.0397,nd,0.0873,nd,nd,nd,92.3397,nd,nd,0.1457,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
80,SEALIP/LA/PBL/27,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Rod,nd,nd,25.9140,0.0090,nd,nd,nd,nd,nd,nd,nd,0.2123,nd,0.0833,nd,nd,nd,73.3297,nd,nd,nd,nd,nd,nd,nd,nd,0.2467,nd,0.0980,nd,nd,pXRF,Medium,
81,SEALIP/LA/PBL/28,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Adze,nd,0.0130,12.4480,0.1260,nd,nd,nd,nd,nd,nd,nd,0.0540,nd,0.0800,nd,nd,nd,64.5980,nd,nd,2.0113,0.0373,nd,nd,nd,8.5363,nd,nd,nd,12.0103,nd,pXRF,Medium,
82,SEALIP/LA/PBL/29,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,0.0497,18.1053,0.0633,nd,nd,nd,nd,nd,nd,nd,0.0503,nd,0.1233,nd,nd,0.1113,80.9513,nd,nd,0.2427,nd,nd,nd,0.2197,nd,0.0310,nd,nd,nd,nd,pXRF,Medium,
83,SEALIP/LA/PBL/30,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,30.1790,nd,nd,nd,nd,nd,nd,nd,nd,0.1343,nd,0.3510,nd,nd,nd,67.9150,nd,nd,0.3263,nd,nd,nd,nd,nd,nd,nd,0.0183,1.0437,nd,pXRF,Medium,
84,SEALIP/LA/PBL/31,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Spearhead,nd,nd,10.0613,nd,nd,nd,nd,nd,nd,nd,0.0023,0.0217,nd,0.0600,nd,nd,nd,89.7530,nd,nd,0.0250,nd,nd,nd,0.0693,nd,nd,nd,nd,nd,nd,pXRF,Medium,
85,SEALIP/LA/PBL/32,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0047,nd,nd,0.0137,0.0997,nd,0.0497,nd,nd,nd,99.2820,nd,nd,0.5437,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
86,SEALIP/LA/PBL/33,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0267,0.1077,nd,0.0690,nd,nd,0.0243,99.4530,0.0113,nd,0.2067,nd,nd,nd,nd,nd,nd,nd,nd,0.0580,nd,pXRF,Medium,
87,SEALIP/LA/PBL/34,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0047,0.0037,nd,nd,0.0587,nd,0.0880,nd,nd,0.1280,99.0403,nd,nd,0.5100,nd,nd,nd,nd,nd,nd,nd,nd,0.0607,nd,pXRF,Low,
88,SEALIP/LA/PBL/35,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0097,nd,0.0097,0.0363,nd,nd,0.0803,99.7700,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,High,
89,SEALIP/LA/PBL/36,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0097,0.0027,nd,0.0047,0.0323,nd,0.0630,nd,nd,0.0173,99.5507,nd,nd,0.1540,nd,nd,nd,nd,nd,nd,nd,nd,0.1143,nd,pXRF,Meidum,
90,SEALIP/LA/PBL/37,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,0.0213,0.0140,nd,nd,nd,nd,nd,nd,nd,0.0287,0.0103,0.0230,0.0303,nd,nd,0.0810,99.3910,nd,nd,0.1357,nd,nd,0.0290,0.0607,nd,0.1127,nd,nd,nd,nd,pXRF,High,
91,SEALIP/LA/PBL/38,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,16.7297,nd,nd,nd,nd,nd,nd,nd,0.0087,0.0440,nd,0.1207,nd,nd,0.0517,82.1977,nd,nd,nd,nd,nd,nd,0.1347,nd,nd,nd,0.2243,0.4810,nd,pXRF,Medium,
92,SEALIP/LA/PBL/39,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,0.0657,0.0323,0.0160,nd,nd,nd,nd,nd,nd,0.0250,0.0030,nd,0.0280,nd,nd,nd,99.5757,nd,nd,0.0353,nd,0.0140,0.0483,0.0887,nd,nd,nd,nd,nd,nd,pXRF,High,
93,SEALIP/LA/PBL/40,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0360,0.0317,0.0060,nd,0.0323,nd,0.0767,nd,nd,nd,99.5683,nd,nd,0.1453,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
94,SEALIP/LA/PBL/41,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Fragment,nd,nd,13.9583,nd,nd,nd,nd,nd,nd,nd,nd,0.0310,nd,0.0620,nd,nd,nd,85.8627,nd,nd,0.0380,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
95,SEALIP/LA/PBL/42,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot (matte),nd,0.0073,0.0033,nd,nd,nd,nd,0.0013,nd,nd,nd,0.0157,0.0050,0.0000,nd,nd,nd,74.8923,nd,nd,0.1833,nd,nd,0.0137,0.0173,nd,24.7597,nd,nd,nd,nd,pXRF,Low,
96,SEALIP/LA/PBL/43,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Fragment ,nd,nd,12.3440,nd,nd,nd,nd,nd,nd,nd,nd,0.0155,nd,0.0265,nd,nd,nd,87.3798,0.0260,nd,nd,nd,nd,nd,nd,nd,0.1060,nd,nd,nd,nd,pXRF,Low,
97,SEALIP/LA/PBL/44,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,26.0370,0.0313,nd,nd,nd,nd,nd,nd,nd,0.0860,nd,0.2003,nd,nd,nd,69.4957,nd,nd,3.3660,0.0777,nd,nd,nd,nd,nd,nd,nd,0.6837,nd,pXRF,Medium,
98,SEALIP/LA/PBL/45,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,10.4263,nd,nd,nd,nd,0.0043,0.0030,nd,nd,0.0673,nd,0.1080,nd,nd,0.0260,87.9143,nd,nd,0.1390,nd,nd,nd,nd,nd,nd,nd,nd,1.2973,nd,pXRF,Low,
99,SEALIP/LA/PBL/46,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Blade,nd,0.0220,12.7947,0.0310,nd,nd,nd,nd,nd,nd,0.1837,0.0170,nd,0.1587,nd,nd,nd,86.4733,nd,nd,nd,nd,nd,nd,0.0873,nd,0.1477,nd,nd,0.0360,nd,pXRF,High,
100,SEALIP/LA/PBL/47,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot ,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0000,nd,0.0250,nd,nd,nd,99.6420,nd,nd,0.2147,nd,nd,nd,nd,nd,nd,nd,nd,0.0863,nd,pXRF,Low,
101,SEALIP/LA/TNN/3,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,0.0100,nd,nd,nd,0.0150,nd,nd,nd,nd,nd,0.1600,nd,nd,nd,nd,nd,99.5515,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
102,SEALIP/LA/TNN/4,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1863,nd,0.0318,nd,nd,0.2890,98.1322,0.0282,nd,0.0653,nd,nd,nd,nd,nd,1.1265,nd,0.0173,0.1057,nd,pXRF,Low,
103,SEALIP/LA/TPP/1,1100 - 1000 BC,Bronze Age,Tham Pà Ping,TPP,103.409722, 20.208611,burial,Houaphan Province,Mekong river basin,105.5353,16.2623,Laos,Axe,nd,nd,nd,nd,nd,0.3877,nd,0.0100,0.0090,0.0203,2.0627,0.1147,0.0340,11.5130,nd,nd,nd,84.9373,0.0285,nd,nd,nd,nd,nd,nd,nd,0.8753,nd,nd,nd,nd,pXRF,Low,
104,SEALIP/LA/VC/1,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ge,nd,nd,4.2820,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0157,nd,nd,nd,95.5730,nd,nd,0.1233,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
105,SEALIP/LA/VC/2,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ge,nd,nd,5.9073,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0170,nd,nd,nd,94.0067,nd,nd,0.0577,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
106,SEALIP/LA/VC/3,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ge,nd,nd,1.5737,nd,nd,nd,nd,0.0113,0.0115,nd,nd,nd,nd,0.0170,nd,nd,nd,97.8887,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.4720,nd,pXRF,Medium,
107,SEALIP/LA/VC/4,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0033,nd,nd,nd,0.0477,nd,0.0243,nd,nd,nd,98.6267,nd,nd,nd,nd,nd,nd,nd,nd,1.1403,nd,nd,0.1070,nd,pXRF,Medium,
108,SEALIP/LA/VC/5,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0963,nd,0.0083,nd,nd,0.0860,98.6393,0.0063,nd,0.0133,nd,nd,0.0090,nd,nd,1.0507,nd,nd,nd,nd,pXRF,Medium,
109,SEALIP/LA/VC/6,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,0.0480,0.0247,0.0033,nd,nd,nd,nd,nd,nd,nd,0.0360,nd,0.0163,nd,nd,0.1627,98.4110,0.0123,nd,0.0120,nd,0.0127,0.0397,0.0760,nd,1.1350,nd,nd,nd,nd,pXRF,Medium,
110,SEALIP/LA/VC/7,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,0.0023,nd,nd,nd,0.0900,nd,0.0370,nd,nd,0.1383,98.1440,nd,nd,0.0497,nd,nd,nd,nd,nd,1.0010,nd,nd,0.5327,nd,pXRF,Medium,
111,SEALIP/LA/VC/8,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Ingot,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0533,nd,0.0130,nd,nd,0.1707,98.5420,nd,nd,nd,nd,nd,nd,nd,nd,1.0387,nd,nd,0.1307,nd,pXRF,Medium,
112,SEALIP/LA/VC/9,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Bell,nd,0.1740,3.0907,nd,nd,nd,nd,nd,nd,nd,0.2380,4.2687,nd,0.5500,0.0357,nd,0.1750,91.4127,0.0427,nd,0.0040,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
113,SEALIP/LA/VC/10,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Bell,nd,0.2210,18.9270,0.0237,nd,0.2920,nd,nd,nd,0.0117,0.3640,11.9010,nd,1.5973,nd,nd,0.1053,64.3760,0.0480,nd,0.0510,nd,nd,nd,0.2110,0.7287,nd,nd,0.3320,0.6187,nd,pXRF,Medium,
114,SEALIP/LA/VC/11,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Bell,nd,0.4173,5.1450,0.0257,nd,0.2910,nd,nd,nd,0.0060,0.3823,9.9843,nd,0.5820,nd,nd,0.1150,81.9107,0.0063,nd,0.0443,nd,nd,0.0140,0.1077,0.1990,nd,nd,0.4143,nd,nd,pXRF,Medium,
115,SEALIP/LA/VC/12,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Drum,nd,0.0397,7.7533,nd,nd,nd,nd,nd,nd,0.0113,nd,20.5663,nd,nd,nd,nd,nd,70.4603,0.0225,nd,0.4120,nd,nd,nd,0.1267,0.8010,nd,nd,nd,nd,nd,pXRF,Low,
116,SEALIP/LA/VC/13,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,105.5353,16.2623,Laos,Drum,36.9000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,45.2000,nd,nd,1.5000,nd,4.9000,nd,nd,nd,nd,nd,nd,10.2000,nd,SEM-EDS,High,
117,KKH-B,200 - 100 BC,Iron Age,Kokkokhahla,Kokkokhahla,96.028220, 21.091169,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Bangle,nd,nd,nd,nd,nd,0.3000,nd,nd,nd,nd,0.6000,nd,nd,3.5000,nd,nd,nd,82.7000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,UCL Qatar SEM-EDS,High,
118,KKH-S,200 - 100 BC,Iron Age,Kokkokhahla,Kokkokhahla,96.028220, 21.091169,U Soe Naing collection,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,sword scabbard throat (locket) fragment,nd,nd,24.7600,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,57.4000,nd,nd,nd,nd,nd,nd,nd,nd,0.2700,nd,nd,nd,nd,UCL Qatar SEM-EDS,,
119,KKH-W,200 - 100 BC,Iron Age,Kokkokhahla,Kokkokhahla,96.028220, 21.091169,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Wire bundle,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,98.1400,nd,nd,0.3400,nd,nd,nd,nd,nd,1.1000,nd,nd,nd,nd,UCL Qatar SEM-EDS,High,
120,MOH-S,500 - 100 BC,Iron Age,Myin Oo Hle,Myin Oo Hle, 95.538034, 21.119677,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Spearhead,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,80.9000,nd,nd,1.9000,nd,nd,nd,nd,nd,1.9000,nd,nd,nd,nd,UCL Qatar SEM-EDS,Low,
121,NG- 6-1,1000 - 700 BC,Bronze Age,"""Oakaie""","""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Fragment,nd,nd,4.1400,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,95.4000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,UCL Qatar SEM-EDS,Low,
122,NG- 6-2,1000 - 700 BC,Bronze Age,"""Oakaie""","""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Fragment,nd,nd,17.1000,nd,nd,nd,nd,nd,nd,nd,nd,0.8700,nd,nd,nd,nd,nd,82.8000,nd,nd,nd,nd,nd,nd,nd,nd,0.0600,nd,nd,nd,nd,UCL Qatar SEM-EDS,Low,
123,NG- 6-3,1000 - 700 BC,Bronze Age,"""Oakaie""","""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Fragment,nd,nd,5.1000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,94.9000,nd,nd,nd,nd,nd,nd,nd,nd,0.3000,nd,nd,nd,nd,UCL Qatar SEM-EDS,,
124,NG- 6-4,1000 - 700 BC,Bronze Age,"""Oakaie""","""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Fragment,nd,nd,11.1000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,72.1000,nd,nd,nd,nd,nd,nd,nd,nd,0.3000,nd,nd,nd,nd,UCL Qatar SEM-EDS,Low,
125,NG-V,1000 - 700 BC,Bronze Age,"""Oakaie""","""Oakaie""", 95.051987, 22.403892,villagers' collections,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Arrowhead,nd,nd,0.3000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,99.7000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,UCL Qatar SEM-EDS,Low,
126,SEALIP/MY/HL28/1,500 - 100 BC,Iron Age,Halin,HL28, 95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Wire bundle,4.6633,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,93.4467,nd,nd,0.1567,nd,nd,nd,nd,nd,1.3633,0.2933,nd,0.0767,nd,SEM-EDS,Medium,
127,SEALIP/MY/HL28/2,500 - 100 BC,Iron Age,Halin,HL28, 95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Wire bundle,nd,nd,nd,nd,nd,nd,nd,0.0403,0.0375,nd,nd,nd,nd,0.0367,nd,nd,nd,99.1213,nd,nd,0.7560,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
128,SEALIP/MY/HL28/3,500 - 100 BC,Iron Age,Halin,HL28, 95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Wire bundle,1.1700,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,97.5300,nd,nd,0.3967,nd,nd,nd,nd,nd,0.8833,nd,nd,0.0200,nd,SEM-EDS,Low,
129,SEALIP/MY/HL28/4,500 - 100 BC,Iron Age,Halin,HL28, 95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,95.2052,22.0339,Myanmar,Wire bundle,nd,nd,nd,nd,nd,nd,nd,0.0175,nd,nd,nd,nd,nd,0.0283,nd,nd,nd,99.5097,nd,nd,0.4430,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
