LABEL analytical,Absolute period,Large period,Site,Site abreviation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb,Corrosion products,Alloy
SEALIP/TH/PTT/3,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,116036346","0,8527975884","38,96604231","15,70373943","18,4148379",High,Leaded bronze
SEALIP/TH/PTT/4,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,11345669","0,8532034906","38,9174223","15,71077208","18,41424673",High,Bronze
SEALIP/TH/PTT/5,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,105849306","0,8507143366","38,94757583","15,73127162","18,49407736",Low,Leaded bronze
SEALIP/TH/PTT/6,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,105960578","0,8507266872","38,94832955","15,73182899","18,49438846",Low,Leaded bronze
SEALIP/TH/PTT/7,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Strip,"2,10890434","0,8630120218","38,50067857","15,74809108","18,25661088",Low,Lead
SEALIP/TH/BKC/1,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,102842603","0,848352133","38,69883204","15,61403873","18,40340082",,Copper
SEALIP/TH/BKC/2,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Matte,"2,107610174","0,8505391493","38,6884115","15,6158302","18,3567317",,Leaded copper
SEALIP/TH/BKC/3,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,107583345","0,8508027709","38,69653544","15,61787763","18,35997241",,Leaded copper
SEALIP/TH/BKC/4,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,09204842","0,8470666511","38,58759207","15,62225494","18,44501342",,Bronze
SEALIP/TH/BKC/5,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,092374953","0,8462342901","38,65964645","15,63537862","18,47709944",,Leaded copper
SEALIP/TH/BKC/6,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,091678963","0,8464254028","38,62013544","15,6279187","18,46390403",,Bronze
SEALIP/TH/BKC/7,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,091304299","0,8471949186","38,54492486","15,61560692","18,43164237",,Bronze
SEALIP/TH/BKC/8,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,091241054","0,8469406512","38,56245527","15,61875842","18,44019052",,Copper
SEALIP/TH/BKC/9,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,096334539","0,8455831881","38,83312448","15,66390428","18,52421432",,Leaded copper
SEALIP/TH/BKC/10,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,090579057","0,8466461906","38,56640685","15,61887244","18,44739037",,Copper
SEALIP/TH/BKC/11,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Matte,"2,105001695","0,8500304062","38,64933973","15,60807558","18,36134071",,Copper
SEALIP/TH/BKC/12,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,104987471","0,8501395826","38,65388536","15,6115004","18,36234599",,Copper
SEALIP/TH/BKC/13,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,092291082","0,8474105684","38,57167409","15,62245837","18,43575685",,Copper
SEALIP/TH/BKC/14,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,102610269","0,8485178361","38,6918643","15,61534255","18,40254008",,Copper
SEALIP/TH/BKC/15,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,11012464","0,8622867334","38,61321028","15,7778594","18,29957521",,Pewter
SEALIP/TH/BKC/16,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,109601045","0,8624260247","38,57212905","15,76805978","18,28671",,Pewter
SEALIP/TH/BKC/17,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,109256851","0,8623009147","38,5719198","15,76817489","18,28820207",,Pewter
SEALIP/TH/BKC/18,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,108259189","0,8621035373","38,54250283","15,75939226","18,28198862",,Pewter
SEALIP/TH/BKC/19,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,107671392","0,8602515301","38,53792115","15,72909366","18,28463009",,Leaded copper
SEALIP/TH/BKC/20,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,099420586","0,8466926462","38,7413939","15,62643963","18,45386945",,Copper
SEALIP/TH/BKC/21,17e century AD,Historic,Bang Krachai II,BKC,101.465183,12.262706,Shipwerk,,Maritime,Thailand,Ingot,"2,098261556","0,8483157833","38,66156345","15,63293295","18,42544695",,Copper
SEALIP/TH/BPT/1,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,007161116","0,7617080691","41,45733348","15,7238105","20,65399718",Medium,Leaded bronze
SEALIP/TH/BPT/2,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,117760126","0,8576628483","38,77024259","15,69219783","18,30682432",Medium,Bronze
SEALIP/TH/BPT/3,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,107539712","0,8527380082","38,89282049","15,72701799","18,45418702",Medium,Leaded bronze
SEALIP/TH/BPT/4,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,025386272","0,7803444458","40,81515293","15,71602609","20,15232301",Low,Bronze
SEALIP/TH/BPT/5,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,107400805","0,8525788331","38,93111089","15,74100922","18,47339022",Medium,Leaded bronze
SEALIP/TH/DK/4,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,090728089","0,845423773","38,90785925","15,72406067","18,60979496",Low,Leaded bronze
SEALIP/TH/DK/5,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,112241454","0,8563021736","38,72044007","15,68781753","18,33141465",High,Leaded bronze
SEALIP/TH/DK/6,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,112798166","0,8550394764","38,78450383","15,68677735","18,35716645",Low,Bronze
SEALIP/TH/DK/7,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,112603622","0,8569159108","38,77509002","15,71885673","18,3542546",Low,Bronze
SEALIP/TH/DK/8,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,112583006","0,8569183716","38,77179654","15,71778531","18,3531589",Low,Bronze
SEALIP/TH/DK/9,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,104538428","0,8543950885","38,68365862","15,69581083","18,38132985",Low,Bronze
SEALIP/TH/DK/10,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,090312095","0,8540022299","38,23872635","15,61390908","18,29343383",Low,Bronze
SEALIP/TH/DK/11,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,113681587","0,8537286594","38,89304368","15,70082545","18,40157534",Medium,Leaded bronze
SEALIP/TH/DK/12,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,113692695","0,8537195664","38,88989356","15,69859564","18,3989938",Low,Bronze
SEALIP/TH/DK/13,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,108916822","0,8546369397","38,87676042","15,74622883","18,43503229",Low,Bronze
SEALIP/TH/LLR/1,early 1st mill AD,Iron Age,Long Long Rak,LLR,,,,,,Thailand,Ring,"2,108898403","0,8502598632","38,97933252","15,70664708","18,48316907",Medium,
SEALIP/TH/LLR/2,early 1st mill AD,Iron Age,Long Long Rak,LLR,,,,,,Thailand,Ring,"2,115950153","0,852661099","38,96900981","15,69410165","18,41652094",Low,
SEALIP/TH/KSO/15,200 BC - AD 300,Iron Age,Khao Sai On ,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Bangle,"2,079985426","0,8395510583","38,9284967","15,70376548","18,71567352",Medium,Bronze
SEALIP/TH/PTT/1,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,083161416","0,8530039495","37,9604854","15,53466466","18,22246803",Slag,
SEALIP/TH/PTT/2,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,081782071","0,8518961682","38,00545773","15,54348849","18,25622822",Slag,
SEALIP/TH/PTT/3,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,006796972","0,8213473443","38,11462748","15,59046056","18,99238166",Slag,
SEALIP/TH/PTT/4,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,049341934","0,8381090614","38,12559122","15,58273908","18,60373575",Slag,
SEALIP/TH/PTT/5,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,064928118","0,8451788373","38,0582829","15,56847951","18,43077543",Slag,
SEALIP/TH/PTT/6,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,074055777","0,8484885744","38,03224173","15,54996702","18,3373715",Slag,
SEALIP/TH/PTT/7,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,060248977","0,8425718474","38,06530952","15,55852176","18,47629113",Slag,
SEALIP/TH/PTT/8,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,068560916","0,8466299565","38,05719026","15,56696847","18,39793078",Slag,
SEALIP/TH/PTT/9,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,093734001","0,8584595293","37,86070496","15,51447066","18,08308957",Slag,
SEALIP/TH/PTT/10,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,045975249","0,8372368638","38,04902194","15,56119562","18,59751375",Slag,
SEALIP/TH/TK/2,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,079835784","0,8528034762","37,90088775","15,53159871","18,22293827",Slag,
SEALIP/TH/TK/3,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,082220912","0,8485006591","38,5083865","15,68314315","18,49369852",Slag,
SEALIP/TH/TK/4,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,00205949","0,8212624953","38,02002037","15,5866925","18,99010817",Slag,
SEALIP/TH/TK/5,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,905642972","0,7826927603","38,1871044","15,67557298","20,03944961",Slag,
SEALIP/TH/TK/6,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,969688893","0,8081263934","38,05565653","15,60433756","19,32019613",Slag,
SEALIP/TH/TK/7,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,883645853","0,7707575601","38,38961281","15,69940968","20,38011446",Slag,
SEALIP/TH/TK/8,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,993513505","0,8182986243","38,04077862","15,60597385","19,08257921",Slag,
SEALIP/TH/TK/9,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,997339224","0,8202528673","37,98368405","15,59001109","19,01692314",Slag,
SEALIP/TH/TK/10,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,814853951","0,7441671367","38,43016394","15,74918551","21,17632106",Slag,
SEALIP/TH/KSO/3,199 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Bangle,"2,063640536","0,8415103179","38,23933805","15,58434036","18,53065335",Medium,Bronze
SEALIP/TH/KSO/4,200 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Bangle,"2,080186575","0,8395983154","38,93156305","15,70440192","18,7154912",Low,Bronze
SEALIP/TH/KSO/5,200 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,062064048","0,84580174","37,9134212","15,54201179","18,38634156",Slag,
SEALIP/TH/KSO/6,201 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,081055628","0,8534418834","37,88866002","15,52935232","18,20663498",Slag,
SEALIP/TH/KSO/7,202 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,066195523","0,845906275","38,02551336","15,5588546","18,40384626",Slag,
SEALIP/TH/KSO/8,203 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,09986289","0,8604414089","37,91801871","15,52848908","18,057314",Slag,
SEALIP/TH/KSO/9,204 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,077922318","0,8518522406","37,91795263","15,53566209","18,24804372",Slag,
SEALIP/TH/KSO/10,205 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,071512211","0,8512795657","37,9045595","15,56821139","18,29828491",Slag,
SEALIP/TH/KSO/11,206 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,071148949","0,8488638333","37,95841911","15,54862536","18,32741177",Slag,
SEALIP/TH/KSO/12,207 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,045638655","0,8382330721","38,01523943","15,56878057","18,58396051",Slag,
SEALIP/TH/KSO/13,208 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,056161142","0,8427498725","37,97158263","15,55446016","18,46752609",Slag,
SEALIP/TH/KSO/14,209 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,090824705","0,8562097539","37,95131418","15,53264424","18,15138465",Slag,
SEALIP/TH/BC/7,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,107637775","0,8615267763","38,53726976","15,75303305","18,28483915",Low,Leaded bronze
SEALIP/TH/BC/18,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,104899235","0,8503829652","38,98357137","15,74967825","18,52057541",Medium,Bronze
SEALIP/TH/NNT/1,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,102028343","0,8538347645","38,46719571","15,62511951","18,29979892",Medium,Bronze
SEALIP/TH/NNT/2,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,103031349","0,8597435647","38,03901649","15,55101824","18,0880922",Medium,Bronze
SEALIP/TH/NNT/3,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,10460779","0,8553403591","38,69786112","15,72753487","18,38728647",Medium,Bronze
SEALIP/TH/NNT/4,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,092712779","0,8505733608","38,39899744","15,60709533","18,34897292",Low,Bronze
SEALIP/TH/NNT/5,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,072665366","0,839847402","38,60008668","15,64067213","18,62330045",High,Leaded bronze
SEALIP/TH/NNT/6,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,088430279","0,8480201193","38,45872312","15,61654859","18,41543664",Medium,Bronze
SEALIP/TH/NNT/7,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,006656438","0,7699146554","41,06480746","15,75606614","20,46445915",Medium,Leaded bronze
SEALIP/TH/NNT/8,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,028371354","0,8180397057","38,87995085","15,68084589","19,16864883",Low,Bronze
SEALIP/TH/NNT/9,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,022216084","0,7808346301","40,7270198","15,72576747","20,13954837",Low,Bronze
SEALIP/TH/NNT/10,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,100986804","0,8524462949","38,54614589","15,63979747","18,34669826",Low,Leaded bronze
SEALIP/TH/NNT/11,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,097382345","0,8521255187","38,39302618","15,59858691","18,30539258",Low,Bronze
SEALIP/TH/NNT/12,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,086833256","0,8339938722","39,40837266","15,74977004","18,88438851",Low,Bronze
SEALIP/TH/NNT/13,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,108624936","0,8622782978","38,03434259","15,55380539","18,03770961",High,Leaded bronze
SEALIP/TH/NNT/14,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,Thailand,,"2,106570148","0,8612938019","38,02256236","15,54655329","18,04941937",Medium,Bronze
SEALIP/TH/BT/1,500 BC - AD 300,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Fragment,"2,096375666","0,8455080168","39,00334061","15,73129952","18,60517202",Low,Bronze
SEALIP/TH/BT/2,500 BC - AD 300,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Wire,"2,110395618","0,8577311888","38,69543483","15,72769249","18,33579138",High,Bronze
SEALIP/TH/BT/3,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Wire,"2,109050527","0,858324557","38,57737488","15,70016088","18,29162747",Medium,Bronze
SEALIP/TH/BT/4,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Wire,"2,105394804","0,8540804398","38,78096723","15,73245386","18,41969809",Low,Bronze
SEALIP/TH/BT/5,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Bangle,"2,102257567","0,8500077899","38,92183877","15,73784837","18,51447143",Medium,Leaded bronze
SEALIP/TH/BT/6,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Wire,"2,111716713","0,8587961345","38,63552911","15,71225999","18,29545634",Low,Copper
SEALIP/TH/BT/7,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Fragment,"2,109529684","0,8560501976","38,77230663","15,73403819","18,37950244",Low,Bronze
SEALIP/TH/BT/8,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Fragment,"2,080268988","0,8456726023","38,37646582","15,60108712","18,44796791",Medium,Copper
SEALIP/TH/BT/9,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Wire,"2,09707951","0,8479512232","38,80723541","15,69202609","18,50553306",Low,Copper
SEALIP/TH/BT/10,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,Thailand,Fragment,"2,077745708","0,8391378903","39,11589644","15,79820279","18,82643896",Low,Leaded copper
SEALIP/VN/CT/1,100 BCE – 100 CE,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin,Vietnam,Bowl,"2,1165","0,85342","38,901","15,686","18,38",Low,Leaded bronze
SEALIP/VN/CT/2,100 BCE – 100 CE,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin,Vietnam,Bowl,"2,1094","0,85062","38,891","15,683","18,437",Low,Leaded bronze
SEALIP/VN/CT/3,100 BCE – 100 CE,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin,Vietnam,Bowl,"2,1119","0,85217","38,927","15,707","18,432",Low,Leaded bronze
SEALIP/VN/CT/4,100 BCE – 100 CE,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin,Vietnam,Bowl,"2,1117","0,85153","38,902","15,687","18,422",Low,Leaded bronze
SEALIP/VN/CT/5,100 BCE – 100 CE,Iron Age,Cam Thuy,DT,105.468319,20.210976,,Hanoi capital region,Red river basin,Vietnam,Bowl,"2,1086","0,84928","38,992","15,705","18,492",Low,Leaded bronze
SEALIP/VN/DT/1,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin,Vietnam,Adze,"2,0964","0,84743","38,859","15,708","18,536",Low,Leaded bronze
SEALIP/VN/DT/2,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin,Vietnam,Tool,"2,087","0,84353","38,666","15,628","18,527",Low,Bronze
SEALIP/VN/DT/3,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin,Vietnam,Adze,"2,0986","0,8474","38,977","15,739","18,573",Low,Leaded bronze
SEALIP/VN/DT/4,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin,Vietnam,Adze,"2,0542","0,8299","38,738","15,65","18,858",Low,Bronze
SEALIP/VN/DT/5,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin,Vietnam,Drum,"2,094","0,84415","38,883","15,675","18,569",Low,Bronze
SEALIP/VN/DH/1,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin,Vietnam,Vessel,"2,1143","0,85276","38,901","15,69","18,399",Low,Leaded bronze
SEALIP/VN/DH/2,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin,Vietnam,Vessel,"2,1097","0,85243","38,793","15,674","18,388",Low,Leaded bronze
SEALIP/VN/DH/3,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin,Vietnam,Spoon,"2,1126","0,85455","38,741","15,671","18,338",Low,Leaded bronze
